media_id,date_time,is_user_post,user_id,username,has_like,like_count,comment_id,comment
3040703176500040778,2023-02-21 15:32:24+00:00,False,54868671398,lionndree,False,0.0,17933142830631344,Izin bertnya apakah studi idenpenden mitra programing bisa pindah kelas??
3040703176500040778,2023-02-20 22:35:58+00:00,False,5911210509,pipiterika_,False,0.0,17969587667010469,Dapat uang saku gaksih
3040703176500040778,2023-02-20 11:15:33+00:00,False,7567114522,0tiekz_,,,18206124454214345,@rwrt1.0 kelas full english kak batch ini
3040703176500040778,2023-02-20 07:17:14+00:00,False,40533453762,novemberboy__,False,0.0,18081435949333130,"Saya, saya bang ga lolos msib"
3040703176500040778,2023-02-20 02:37:45+00:00,False,54031801044,belajaradmin,False,0.0,17976118007045613,🔥🔥
3040703176500040778,2023-02-20 01:46:22+00:00,False,4268345080,fajaroktaladi,,,17954490824437563,@syanasblaa lanjut dm kak
3040703176500040778,2023-02-20 00:43:44+00:00,False,51254159942,syanasblaa,,,17964686120254985,@fajaroktaladi aku
3040703176500040778,2023-02-19 17:00:02+00:00,False,31299294595,didableyu,False,0.0,17946001826391454,Anak semeater 4 bisa kah ikut?
3040703176500040778,2023-02-19 10:03:51+00:00,False,58344505365,rwrt1.0,False,2.0,17903777336727187,Kalau ikut program bangkit hrus bisa Inggris gk sih wkwk jjr aku gk bsa Inggris 😢
3040703176500040778,2023-02-19 05:17:16+00:00,False,48149061273,lejournaldeauteur,False,2.0,17862666413879245,@kanianiaaaa27
3040703176500040778,2023-02-19 04:42:06+00:00,False,33629232073,mamassss_25,,,17997257467655945,"@alfie_reza oh oke kak, makasih infonya yaa"
3040703176500040778,2023-02-19 04:36:01+00:00,False,2068462614,alfie_reza,,,17965346375093193,"@mamassss_25 sudah ditutup kak, kebetulan pendaftarannya udah dibuka dari oktober tahun kemarin"
3040703176500040778,2023-02-19 03:59:58+00:00,False,33629232073,mamassss_25,,,17955638069268264,"@alfie_reza maaf numpang nanya kak, ini program bangkit pendaftarannya udah ditutup atau baru dibuka ya?"
3040703176500040778,2023-02-18 13:12:40+00:00,False,5800520922,koo.chiko,,,18276732061105276,@una_8 hadirr🔥
3040703176500040778,2023-02-18 11:07:48+00:00,False,2039205344,una_8,False,1.0,17844333137944137,Heh nak bangkit @koo.chiko
3040703176500040778,2023-02-18 09:02:09+00:00,False,3529994549,yunpnzr,,,18088430134317165,@kahpisiregar undergraduate
3040703176500040778,2023-02-18 08:10:22+00:00,False,4268345080,fajaroktaladi,,,17965297088246230,@hogy_albani oalahh okee mas makasih infonyaa
3040703176500040778,2023-02-18 07:59:39+00:00,False,44699041232,hogy_albani,,,17976791240058139,"@fajaroktaladi saya mas, cuma keknya gk diterima. Diproses mulu statusnya"
3040703176500040778,2023-02-18 07:51:02+00:00,False,49544259650,hadad.ardianto_,False,0.0,17966669681216899,🔥🔥🔥
3040703176500040778,2023-02-18 07:47:32+00:00,False,7550139725,_.ajunn,,,18059264128374797,@kahpisiregar untuk undergraduate
